,comment,sentiment
913,تو این اوضاع گرونی و مشکلات میشه اسم کسب و کار ما هم بگید؟ یه تیم جوون از اهواز هستیم,0
914,سلام صبح بخیر جناب آقای رشید پور با تشکر فراوان از برنامه LINK رشید پور,1
915,سلام پمپ بنزینا چرا اینقدر شلوغه؟ سعید عطایی از شاندرمن گیلان,-1
916,سلام صبح بخیر جناب آقای رشید پور با تشکر از برنامه LINK رشیدپور من الان سه ماه می‌خوام یه گوشی بخرم هر جا میرم میگن سایت بسته_است. و فروش LINK اسیر LINK ساکن کرج هستم. از روز شنبه تو استان البرز یه جاهای خاص که نمایندگی سامسونگ داره با ارز چهار هزار پانصد تومنی داره گوشی به مردم میده خدا شاهده میرم توصف می‌ایستم تا نوبتم بشه مثل زمان قدیم که کوپنی خرید LINK روز فقط ده تا گوشی می‌فروشند من الان سه روزه میریزم هنوز موفق نشدم گوشی بگیرم. خواهش میکنم پیگیری کنید بتونیم حداقل گوشی معمولی LINK یکشنبه مامور تعزیرات گفت برو بازار چهارسو اونجا هست دیروز از صبح اومدم تهران مسوول سامسونگ گفت خبری نیست اینجا در صورتی که مامور تعزیرات گفت این گوشی‌ها سهمیه تهران. خواهشا رسیدگی کنید باتشکر از برنامه خوبتون ان شا الله همیشه سلامت باشید,-1
917,سلام رشید پور خوشبحالت انقد بی عارو بی دردی خبراز درد دل مردم نداری. واقعا خوشبحالت,-1
918,ما ملت ایران سپاسگزار شهدا و جانبازان هستیم که از خاک وطن و ناموس جانانه دفاع کردند و این دولت آخوندی باید خجالت زده و شرمنده‌ی باشند که ایران سرزمینمان را به نابودی میکشند,-1
919,آقا مطلب این پیج فیکو عوض کن بزار مردم گمراه نشن,-1
920,سلام اقای رشید پور لطفا تو برنامتون از خرمشهر هم حرف بزنید، عراقیا بدون ویزا راحت وارد خرمشهر میشن، میترسیم اخرش شهرمون تصرف کنن,-1
921,باسلام و سپاس از همه عوامل خوب و مهربانی که امروز این فرصت رو در اختیار من گذاشتند تا بتونم دردمندی خوزستان رو در این برنامه پرمخاطب به تصویر بکشم.,1
922,کمک هم وطن,-1
923,گروه ملی فولاد اهواز,0
924,رشیدپور حموم زنونه LINK هر موردی صاحب نظری شما؟,-1
925,آقای رشید پور چرا درباره مالباخته‌های موسسات غیر مجاز صحبت LINK پیش اعلام کردن همه رو تسویه میکنن نه تنها هنوز یک ریال پرداخت نشده که هر دفعه از ما مدرک میخوان که این پولا رو از کجا آوردین تو بانک سرمایه گذاری کردی؟ تورو خدا شما صدای ما LINK سرمایمون رو تو بانک گذاشتیم بعد از یک سال و نیم هی ما رو بالا پایین LINK یه نفر سکته کنه کی جوابگو هست؟,-1
926,پس برنامه الانتون که داره پخش میشه جریانش چیه ID,-1
927,نه به تاثیر قطعی و ظالمانه سوابق تحصیلی میزان رای ملت است,-1
928,نه به تاثیر قطعی امتحانات نهایی و سوابق تحصیلی,-1
929,این فیش حق من نیست,-1
930,تبعیض در حالا خورشید,-1
931,مستندات بی توجهی رسانه‌ها به اعتراضات به حق فرهنگیان نسبت به احکام تبعیض در صدا و سیما تبعیض در حالا خورشید کمپین حمایت از حقوق فرهنگیان TAG نادیده گرفتن حق معلم TAG این فیش حقوقی حق من نیست,-1
932,خانمهای عزیز بهترین روش جلوگیری از بیماری تنبلی در تخمدان و نداشتن شیر مناسب بعد از زایمان استفاده از قووتو رازیانه LINK جهت تقویت بنیه خود قبل از زایمان هم مصرف چهل گیاه بسیار عالیه. و واسه کم خونی هم قووتوی پسته LINK راحت میتونید این قووتو رو تهییه و درب منزلتون تحویل بگیرید,0
933,​​برادر گرامی هر وقت مسئولین خانه‌های میلیاردی و ماشین‌های میلیاردیشونو فروختن و پول اونها رو به همراه حساب‌های بانکی میلیاردیشون به بیت المال واریز کردند و هم سطح مردم عادی زندگی کردند اونوقت میشود از مردم توقع داشت آنقدر مقاومت کنند تا بشود از موضع قدرت مذاکره کرد. اینکه بالا دستی‌ها شکمشان سیر باشه و مردم عادی زیر بار مشکلات له بشن این دیگه اسمش مقاومت نیست، اسمش ناجوانمردیه و شیره مالیدن سر مردم...,-1
934,تقلب گسترده در کنکورسراسری ۹۷,-1
935,امثال شما مجریان باعث دلهرست باید پاک بشین چون خاصیتی ندارین بخدا توصداسیما,-1
936,رتبه هاموننن اشتباه دادن من نامردااا,-1
937,چرا رتبه‌های ما داغوننن شده چرا؟؟؟ سازمان سنجش چه غلطی میکنه,-1
938,همه ما شوکه شدیم همه کنکوری‌ها از دیشب تو شوک هستن خدا لعنتشون کنه,-1
939,مگه اون سازمان سنجش در پیکر نداره جوابا کنکور چرا برای همه اینجوری شدههه,-1
940,عشق ملتی خدا حفظت کنه,1
942,۱۹۹۲ متاسفانه تو نتایج دست بردن,-1
943,این مهمون امروز صبح نه تنها مجری رو با جواباش شوک ه کرده، بینندگان رو هم... چی می‌گه این.. همش داره می‌پیچونه,-1
944,امسال خیلی تقلب شده تو کنکور,-1
945,طرف تو روستاهه میگه سعوال هارو داشتم ببین دیگه چقد تقلب شده,-1
946,روزگارم سیاه شد بدبخت شدم حقمو خوردن,-1
947,سازمان سنجش کثافت,-1
948,چرا رتبه‌ها اینجوری حساب کردید بی پدرو مادر‌ها چرا نمیفهمید زندگی بقیرو سیاه کردید,-1
949,معلومه اقای رشید پور بارش مهم نیست که ما کنکوری‌ها چه زجری از این تاثیر معدل داریم میکشیم,-1
950,انگار اقای رشید پور ما کنکوری‌ها رو فرا موش کردن,-1
951,آقای رشیدپور شماره تلگرام میدین ولی پیامای که میدیم رو نمیخونید. لطفا یه سر به تلگرامتون بزنین پیامارو جواب بدین,-1
952,سلام شنیدیم خانواده آقای سیف هم اقامت استرالیا گرفتند و الان استرالیا هستند از آقای رشید پور تقاضا داریم این موضوع رو پیگیری کنند و صحت موضوع رو اعلام کنند اگه درسته،،، تشکر,0
953,تبعیض در صدا و سیما تبعیض در حالاخورشید بی اعتنایی به پیامک ۳هزار فرهنگی,-1
954,سلام جناب رشید پور لطفا بفرمایید یه فکری برای ما بازنشسته‌ها بکنند ما با این گرونیها فقط باید از بچه هامون خجالت بکشیم لطفا اگر امکان داره پیگیری کنید ممنون,-1
955,رشید پور چرا هیچ کس آب آلبالو نمی‌خوره,0
956,باسلام لطفا درخصوص مجوز صادر شده از سازمان استخدامی و دستور وزیر قبلی نیرو برای اجرای اون برای قرارداد کارگر دایم اپراتورهای کارمشخص پستهای برق فشار قوی که راهبری شبکه برق ایران رو دارن از وزیر یا معاونین دربرنامتون سءوال بفرمایید,0
957,ما اپراتورهای پست‌های برق فشار قوی چهار سال است که خواهان تبدیل وضعیت از قرارداد مشخص به قرارداد دائم هستیم. و تمام مجوز‌های لازم را از سازمان مربوطه گرفته_ایم و وزیر سابق نیز در در روز‌های اخر وزارت دستور تبدیل وضعیت را طی یک بازه زمانی سه ماهه داده_است اما تاکنون اجرایی نشده_است. لطفا از وزیر بپرسید چرا این بخشنامه اجرا نمی‌شود.,-1
958,سلام چطوری,0
959,سلام اقای رشید پور از شما تقاضا دارم در باره‌ی سهمیه‌های واقعا نا عادلانه ایثارگران صحبت کنید این سهمیه‌ها واقعا ظلم اشکار به جوانان است. واینکه دوباره این سهمیه‌ها زیاد شده. این کار توهین به خانواده ایثار گران هم هست و شان این عزیزان را پایین می‌اورد,-1
960,اقای رشید پور جواب ازمون نمونه دولتی کی میاد لطفا بپرسی,0
961,اقای رشید پور جواب نمونه دولتی کی میاد,0
962,سلام برای رسیدگی به اعتراض تاثیر سوابق تحصیلی کنکور به سایت دیوان عدالت برید و در بخش شکایت‌های مردمی ثبت شکایت کنید به دوستانتون هم انتشار بدید تا انشاالله هرچه زود‌تر لغو بشه LINK,0
963,نه به تاثیر مستقیم سوابق تحصیلی,-1
964,لطفااا لطفااا تو برنامتون قسمت ورزشی رو باز هم بیارید. مجریتون اقای عالی چرا دیگه LINK عالی بودن من که یه دختر هستم کلی لذت میبردن از گزارش‌های ایشون و علاقمند به فوتبال شده LINK قسمت ورزشی رو نیاز داره لطفااا بارها پی ام دادم ولی توجه نمیکنید,-1
965,چرا اصلا از ما نظام قدیما ک قراره پشت بمونیم حرفی نمیزنه؟,-1
966,اقای رشید پور خواهشا تکلیف ما نظام قدیمیارم با اقای به اصطلاح وزیر مشخص کنین,-1
967,وای شقایق فراهانی چرا اینقدر افسرده و بی روح بوددد,-1
968,فرض کنین یک کمپانی هم نفت بفروشه خونه بسازه کشاورزی بکنه ماشین بسازه کارخونه اداره کنه موشک بسازه معلومه ورشکست میشه دولت ما,-1
969,این وزیر اموزش پرورش واقعا قد یه نخود از محیط آموزشی کشورش خبر داره؟؟؟ سطح اموزشی کسی که تو تهران درس میخونه با کسی که تو شهرستانهای کشورمون درس میخونه یکی هستش که میاد تاثیر معدل رو قطعی میکنه؟؟؟ اصلا چیزی بارش هست ایشون؟,-1
970,انتقاد ثبت نامی‌های خودرو پسابرجامی پژو NUM۴ NUM۵ دستگاه پیش فروش کردن NUM۱-NUM۱ ماه دیرکرد تا الان NUM۱-NUM۱ بار افزایش قیمت زدن NUM۱-خارج از نوبت ماشین تحویل دادن NUM۱-روشن نکردن تکلیف ثبت نامی‌ها بعد از این همه مدت لطفا رسیدگی کنید🙏 🏻 🙏 🏻 🙏 🏻 🙏 🏻,-1
971,خواهش میکنم امروز در مورد ما نظام قدیمیام صحبت کنین,0
972,چرا دانش آموزان نظام قدیم را در نظر نمیگیرید,-1
973,ما نظام قدیم هستیم,0
974,سلام. بنده معلمی هستم که توان اجاره کردن خانه را براحتی ندارم و مجبورم دو یا سه شیفت کار کنم تا بتوانم خانه‌ای را که رهن کرده_ام برای سال بعد نگه دارم. مگر فرق ما کارمندان آموزش و پرورش با کارمندان بانک‌ها و وزارت دارایی و غیره و غیره چیست؟ لطفا به ما رسیدگی کنید. بخدا ماییم که برای این مملکت دکتر و مهندس تربیت میکنیم تا سرمون بالا باشه جلوی کشورهای دیگه. به شخصیت و خاصیت و شان ما معلم‌ها توهین نکنید. بی سوادی دردی است که در حال حاضر گریبان مملکت را گرفته_است. از این بدتر شود؟؟؟ همه میدانید، اگر من معلم دو شیفت، سه شیفت کار کنم میتوانم از پس زندگی خودم بربیایم، اما دیگر وقت و حوصله‌ای برای رسیدگی به دانش آموزی ک آینده‌ی این مملکت را میسازد ندارم. بعد هرجا که به مشکل برمیخورید میگویید آموزش و پرورش سعی و تلاش و نظارت خود را بیشتر کند! با این سیستم و اهمیتی که میدهید هیچ اتفاق خوبی در نظام آموزش نخواهد_افتاد. رسیدگی کنید تا مملکت با سوادی داشته_باشیم. یا علی,-1
975,رشید پور: پس ما خیالمون بابت دلار راحت باشه,0
976,سلام آقا در مورد موسسات مالی کاسپین صحبت کنید که قرار با آنهای که بالای NUM۳ میلیون دارند تسویه کنند ولی خبری نشد,-1
977,لطفا پست اخرمو ببینین,0
978,بگین که داعشیها رو انداختن تو بند زندانیهای سیاسی و کلی به بچه خا اسیب زدن شما میتونین بگین چرا با مردم‌ این کارا رو میکنن اعصابمون خرد شد,-1
979,تناقض صحبت‌های آقای بطحایی در برنامه گفتگوی ویژه: متخصصین ارزشیابی آموزشی و پیشرفت تحصیلی یک اصل رو دارن واون اصل این هستش که ارزشیابی نباید دفعی و آنی باشد ارزشیابی باید مستمر و مداوم و تدریجی باشد. یعنی شما طی۴سال با ارزشیابی مستمر که از دانش آموزان انجام میگیرد به این نتیجه میرسی که دانش آموز شایسته تحصیل در پزشکی یا علوم اقتصادی است. ⛔️⛔️⛔️ 📢 📢 📢 تناقض بزرگ: در کنکور NUM۲ فقط سال NUM۲ تاثیر قطعی NUM۲٪ میگیرد واین یعنی ارزش یابی در طول یکسال ونه در طول یکسال بلکه فقط در طول چند شب امتحان!!! ادامه صحبت‌های ایشان: نه اینکه این دانش آموز در یک جلسه NUM۱ ساعته که NUM۲ ها عامل ممکن است این جلسه ۳ساعته را تغییر بدهد تکلیف یک عمرش روشن بشود این واقعا مخرب‌ترین روش ارزیابی است. ⛔️⛔️⛔️ 📢 📢 📢: تناقض بزرگ: مگر امتحانات نهایی ارزشیابی مستمر یک سال است؟ امتحانات نهایی را میشود یک شبه خواند و NUM۲ گرفت اگر NUM۱ کتاب کمک آموزشی داشت+ سوالات سال‌های قبل یکشب بخوانید =NUM۲ واین یعنی ارزشیابی مستمر؟؟؟ ❌❌❌ آقای بطحایی میگویند کنکور ۳ساعت است و نمیتوان نتیجه یک عمر را معلوم کند. مگر امتحانات نهایی چند ساعت است؟ اگر همه را جمع کنیم NUM۲ تا NUM۲ ساعت است. آیا این NUM۲ ساعت بیانگر تلاش مستمر دانش آموز است؟؟؟ ❌❌❌ آقای بطحایی یعنی الان امتحانات نهایی بهتر از کنکور شد؟؟ امتحانات نهایی که سوالات آن به فروش می‌رسد. ❌ امتحانات نهایی که درحد تشخیص هوش و استعداد نیستند❌ امتحانات نهایی که میشود یکشبه خواند و بیست گرفت. ❌ امتحانات نهایی که بازرسی بدنی ندارد و می‌شود وسایل الکترونیکی و هوشمند برد. ❌ امتحانات نهایی که سوالات چالشی ندارد و فقط حفظ کردن متن کتاب است. ❌ امتحانات نهایی که ممکن است حوزه تصحیح و حوزه امتحان و حوزه تحصیل فرد یکی باشد. ❌ امتحانات نهایی که تقلب میشود. ❌ وحالا چند سوال 🚨آیا امتحانات نهایی تلاش یکسال بود یا تلاش یک شب؟ 🚨 آیا امتحانات نهایی NUM۱ سال تاثیر مستقیم داده میشوند یا یک سال؟ 🚨چون کنکور۴ ساعت است و امتحانات نهایی NUM۲ ساعت پس امتحانات نهایی خوب است و کنکور بد؟ به گفته خود آقای بطحایی شخص برای کنکور ۳سال میخواند ولی برای امتحانات نهایی یک شب. 🚨 آقای بطحایی میگویند نباید سرنوشت دانش آموز در ۳ساعت رقم بخورد، در صورتی که آزمون SAT (آزمون ورود به دانشگاه در آمریکا) نیز NUM۱ ساعت و NUM۲ دقیقه است. و همچنین بسیاری از آزمون‌های بزرگ و کوچک دیگر. قضاوت با خودتان‌.,-1
980,لطفا اقای لاشکی را دعوت کنید وزیر اموزش پرورش جوابگو نیست نه به مصاحبه یک طرفه تاثیر قطعی معدل را لغو کنید NUM۲ درصد داوطلبان مخالف تاثیر قطعی هستند,-1
981,اقای وزیر مطمین باش ما همه با هم هستیم و در مقابل تصمیم ظالمانه تان خواهیم_ایستاد،،، نه به تاثیر معدل در کنکور,-1
982,۸۵ درصد، درصد کمی نیست‌ها که بچشم نیاد پس خودتون رو به نفهمی نزنید,-1
983,نه به تاثیر قطعی سوابق تحصیلی NUM۲ درصد داوطلبان باتاثیر قطعی مخالفند میزان رای ملت است بگذارید اینده مان را بسازیم ایران رستگار رحمانی‌ها کم ندارد چرا فرصت برابر تحصیل را از ما گرفتید تاثیر قطعی معدل را لغو کنید به همه بگویید... ما داوطلبان رقیبیم اما در هنگام گرفتن حق، یار و یاور هم هستیم... حقمان را میگیریم... حرف ما حرف عمل است...,-1
984,نه به تاثیر قطعی و ظالمانه سوابق تحصیلی NUM۲ درصد داوطلبان مخالف تاثیر قطعی هستند لطفا اقای لاشکی را دعوت کنید وزیر آموزش پرورش استعفا چرا فرصت مساوی آموزشی را از جوانان گرفتید چرا فرصت برابر تحصیل را از ما گرفتید وزیر اموزش پرورش جوابگو نیست,-1
985,سوابق تحصیلی نباید تاثیر گذار باشد,-1
986,نه به تاثیر قطعی معدل در کنکور,-1
987,شکمت پره اول صبح داری ادا اطوار در میاری یخورده پاشو بیا جنوب این اداها دیگه از یادت میره,-1
988,وزیر صنعت کشور مدیران نشان خطا کردند وزیر آمده تلویزیون حالا خور شید داره می‌خنده میگه خودتان رای دادید ما سر کار آمدیم خدایا!,-1
989,♦️سواستفاده از پول مردم♦️ کاسبان تحریم؛ ماهها قبل از تحریم دست بکار شدند. شرکت کرمان موتور NUM۱ ماه پیش از مردم NUM۳ میلیارد تومان پول گرفته و ماشین مونتاژ داخل به قیمت قطعی فروخته. حالا ده روز مونده به تحویل خودرو میگه از شش ماه پیش قطعات خودرو را وارد نکردم و بیاین به جای هیوندا؛ ماشین چینی که رو دستم مونده رو به قیمت امروز ببرین!! بله به قیمت امروز😳 قابل توجه اینکه شش ماه با پول ماها خودرو وارد کرده و دو برابر به خلق الله فروخته و احتمالا هزار جور کاسبی و تجارتم کرده!!! کرمان موتور بنا بر مصاحبه‌های رسمی خودشون؛ تحریم را کاملا در قراردادشون با هیوندای کره پیش بینی کرده LINK بعد شش ماه میگن خوب فورس ماژوره و تحریم؛ همینه که هست؛ بروید و به هر کس میخواین شکایت کنین؛ روتون هم زیاد نکنین 😈 کاسبی قبل از تحریم. با پول مردم به کام کلاهبردارهای رانت خوار و اخلال‌گر اقتصادی تحت لوای تحریم💰 💰 💰 TAG کرمان موتور کاسبان تحریم,-1
990,سلام جناب رشید پور، لطفا الان من رو روی خط بیاورید تا من جواب ایشان را بدم,-1
991,إز شما خواهش میکنم، که به ایشان منطقی بگم چه بلای سر تجارت در ایران آورده,-1
992,سلام پس اون لیست رو کجا منتشر کردی اقای رشید پور,0
993,۸۵ درصد داوطلبان مخالف تاثیر قطعی هستند,-1
994,میزان رای ملت است,0
995,نه به مصاحبه یکطرفه,-1
996,خواهشمندم سوابق تحصیلی رو بی اثر کنید,-1
997,رشیدپور چرا درباره کنکور بحث نمیکنید اقتصاد که درست نمیشه بس کن دیگه حداقل کاری کن که معدل رو کنکور تاثیر نذاره دیگه نمیدونم به کی بگم,-1
998,اصلا کجا میشه حرف زد کجا میشه داد زد به کی باید گفت با آدم مثل گوسفند رفتار میکنن گوش نمیکنن,-1
999,یکی ندونه فکر میکنه کسی هستن اینجا باید به جای گوسفند تو کوه بچرن صد شرف به حیوانات,-1
1000,طاها مهرانی ۶سالشه، مبتلا به بیماری خشن sma هستش... و درحال حاضر تنها داروی درمان طاها اسپینرازاست... متاسفانه درمانش بالغ بر ۵میلیارد هزینه در بر داره... لطفا طاها رو حمایت کنید تا نفسش قطع نشه... شماره تماس پدر طاها ۰۹۳۰۶۵۹۴۲۷۴,0
1001,سلام صبح بخیر,0
1002,سلام لطفا از هندبالیستها که الان تو روسیه بازی میکنن رو هم صحبت کنیم,0
1003,سلام یوسف محمودی هستم اینجو برازجونه هوا هم خیلی گرمه که نمیتریم بریم صحرا,-1
1004,اووو نیسه برقم میره,-1
1005,سلام همین الان که داشتید میگفتید برق رو قطع نکنید برق ما قطع شد😶 😶 ✌✌,-1
1006,اقای رشید پور تو رو خدا از قیمت خودروهای داخلی هم بگو چرا سایت بسته و قیمت شون ب کهکشان رفت بخون اقای رشید پور عزیز,-1
1007,سلام آقای رشیدپور گفتن به خانوادهای دو معلول وام NUM۲ میلونی بلاعوض میدن دروغه مادومعلولی هستیم۵میلیون وام به زور بهمون دادن، کرمی یزد,-1
1008,اقای رشید پور من پشت کنکوری هستم میخوام سال بعد کنکور بدم ولی با این شرایط دیگه عملا هیچ شانسی برای قبول شدن در رشته‌های خوب ندارم. حس خود کشی گرفتتم. خواهش میکنم یه کاری بکن. تو این شرایط هیچ کس به جز شما نمیتونه کمک بکنه,-1
1009,سلام آقای رشیدپور گفتن به خانوادههایی ۲معلولی NUM۲ میلیون وام بلاعوض میدن دروغه ما دومعلولی هستیم وام NUM۱ میلیونو به زور بهمون دادن بااقساط ماهیانه لطفا پیگیرئ کنید یزد ID,-1
1010,سلام الان مشکل مردم کسب و کاره یکی یکی داریم ورشکست میشیم همه چی هم ده برابر گرون شده همه چی رو میندازن گردن امریکا,-1
1011,کس کشا رشیدپور تیم ملی چه ربطی به سیاست داره هی مردم را گول می‌زنید,-1
1012,سلام جناب رشید پور، تو رو خدا در رابطه با دلار صحبت کنید، من الان پسرم خارج از کشور هست مشکل ارسال دلار براش دارم و امسال من زیادن و با این رقم بالای دلار، تو رو خدا فکری کنید,-1
1013,یه نخبرو میارید پنج دیقه بهش وقت میدید حرف بزنه چی بگه اخه تو پنج دیقه یه ادم بیکارو بیارید که هیچ حرفی واسه گفتن نداشته باشه دو دیقم اضافه میاره,-1
1014,"لطفا شما رساننده و پخش کننده حرفای ما باشید گرونی بی داد کرده توان خرید خیلی چیزارو نداریم, تی وی جز گلو بلبل چیزی پخش نمیکنه اما مردم دارن میسوزن به اتیش این دولت مردا",-1
1015,سلام اقای رشیدپور خسته نباشی کوتاه میگم شما تنها پل ارتباطی ملت با مسولین بی لیاقت و بدون برنامه. تو رو خدا کمک کنید ما ایرانیها شرفمون و غیرتمون داره به باد میره حدود یک سال هست مرز شلمچه رو بروی عراقیها اشغال و زانا زاده باز کردن که صبح میان ابادان تا شب برا خودشون عشق و حال میکنن خانه فساد گسترش یافته و برای خودشون خانه کرایه کردن و هر نوع خلافی که فکرشو کنی انجام میدن از رقص و دختر و مشروب بگو الا اخر. با ماشینای انچنانی که سر مرز بهشون گذر موقت میدن میان بازاری خرمشهر و ابادان و اهواز درو کردن و باعث تورم بیش از حد شده تورو خدا کمک کنید مرز رو بروی این کثافتا ببندید تمام جوانان وطن کشتن الان دارن با ناموسمون و اب وخاک تعارض میکنند داریم مضحکه عالم میشیم ایرانی نیستی اگه این جریان به مسولین بی لیاقت باز گو نکنی اخه روحانی تورو چی به اداره کشور میرفتی تو قبرستون نماز میت میخوندی بحض این کارت بود,-1
1016,بابا یه کاری بکنین جوابای کنکور داره میاد. این تاثیر معدل داره نابودم میکنه. تو خدا یه کاری بکنین,-1
1017,نه به تاثیر سوابق تحصیلی,-1
1018,سلام ب ما دانش اموزای کنکور NUM۲ کمک کنید تا این قانون ناعادلانه‌ی تاثیر معدل برداشته بشه بچه‌های این کشور برای کنکور زحمت زیادی کشیدن، بی خوابی‌های شبانه کشیدن، چرا باید کسی ک این همه خودش و خانوادش زحمت میکشنو از شادیاشون میزنن تا درس بخونن مثل کسایی باشن ک بدون تلاشی تو امتحانات تقلب میکنن و معدلشون خوب میشه باشن. مگه ما گناهی کردیم که توی این کشور درس میخونیم چرا باید ی جوون NUM۲ سالته این همه برا کنکور عذاب میکشه اخرشم بگن NUM۲ درصد کنکور معدل هستش. ما ب کمک نیاز داریم خواهش میکنم در مورد شرط معدل کنکور توی برنامه صحبت کنید تا ب گوش مسعولان برسه ممنون🌹,-1
1019,سلام آقای رشید پور. لطفا از طرف مردم شاهرود خواستار تعطیلی معدن بوکسیت شاهوار باشید. استخراج از این معدن باعث از بین رفتن پوشش گیاهی منطقه، افزایش ریز گرد و بطور کلی از بین رفتن کوه شاهوار میشه. لطفا درخواست ما رو به گوش مسئولین برسونین. ID,-1
1020,سلام چرا معدل رو روی کنکور اثر میدن تو کنکورم تقلب میشه چه برسه به امتحان نهایی خیلی‌ها معدلاشون با تقلب بالاست خواهشن پیگیر تاثیر معدل باشید برای کنکور ۹۷,-1
1021,برای چی اینقدر باید ظلم بشه چرا هیشکی نیست صدامونو بشنوه,-1
1022,طرف خودشو تو خونه حبس میکنه برای کنکور اخرشم به خاطر معدل هیچی نمیاره تا آخر عمر بدبخت میشه,-1
1023,ای کاش یکی بود درکمون میکرد,-1
1024,بعدشم میگن چرا همش ناراحتی,0
1025,ای کاش تاثیر معدل برای کنکور NUM۲ برداشته میشد,-1
1026,اقای رشید پور لطفا پیگیر قانون ظالمانه‌ی تاثیر قطعی معدل باشید این فاحعه‌ی بزرگی برای دانش اموزان خواهد_بود... نخبه کشی نکنیم,-1
1027,لطفا اقای لاشکی را دعوت کنید نه به تاثیر_قطعی_معدل,-1
1028,مثلا احسان علیخانی چه تاثیری رو آینده ما داره به من چه که چی کار کرده یا نکرده که کلی وقت براش گذاشتید چرا برای بی اثر کردن سوابق تحصیلی اینقد وقت نمیذارید,-1
1029,نه به مصاحبه یکطرفه تاثیر قطعی معدل باید لغو شود,-1
1030,از همه دنیا نا امیدمون کردید خواهشمندم برای بی اثر کردن ثوابق تحصیلی تلاش کنید آگه شما نمیتونید کاری کنید پس ما به کی بگیم اصلا چرا برنامه پخش میکنید,0
1031,مخالف,-1
1032,آقای رشید پور اگه نمیتونی کاری کنی برنامتو تعطیل کن,0
1033,❌ عدم توجه وزیر به داوطلبان نظام قدیم❌ وزیر در نشست ویژه خبری در پاسخ به سوال مجری که اصلا در این زمینه مسلط نبود در مورد تاثیر قطعی معدل گفت که اگر دانش اموزان دوازدهمی شش ماه‌ام بخونن میتونن موفق بشن اما راجع به دانش اموزان نظام قدیم صحبت واضحی نکرد. TAG مصاحبه یک طرفه,-1
1034,نه به تاثیر قطعی امتحانات نهایی,-1
1035,تاثیر سوابق تحصیلی ظالمانست,-1
1036,اقتصادو نمیتوید درست کنید فسادو رانت خواری رو نمیتونید درست کنید پولشوییو آب و برقو نمیتونید درست کنید هوارو نمیتونید درست کنید اختلاسو نمیتونید درست کنید حداقل اینو که میتونید درست کنید که کمتر از بیست و چهار ساعت میتونید سوابق تحصیلی رو بی اثر کنید,-1
1037,برق چیه درباره کنکور بحث کنید,0
1038,برنامتو تعطیل کن اگه نمیتونی کاری کنی,-1
1039,یک هم میهن فرهیخته: وزیر آموزش پرورش با کارت زرد‌های مکرر، شان نظام آموزشی کشور را پایین نیاورد! اخیرا طرحی مبنی بر تاثیر قطعی سوابق تحصیلی در کنکور به بحث داغ رسانه‌ها و عامل نگرانی خیل عظیمی از دانش آموزان و خانواده‌های آنان در سراسر کشور تبدیل شده_است، همه متولیان آموزشی بر این باور هستند که کنکور روشی منسوخ و شیوه‌ای هولناک بر شناسایی استعداد‌های انسانی کشور می‌باشد، اینکه نظام آموزشی ما بر این باور رسیده_است و تلاش در برچیدن این غول از مسیر جوانان می‌کند نشانه بلوغ و بالندگی سیستم آموزشی مان هست و شکی در این مورد نیست، در این باب اما توجه به چند نکته حائز اهمیت است چه کسانی کنکور می‌دهند؟ چه کسانی قبلا کنکور داده_اند؟ چه کسانی پشت کنکور هستند؟ چه تعداد نظام قدیم و چه تعداد نظام جدید داریم؟ چه تعداد افراد بعد از فارغ التحصیلی از رشته‌های دیگر در سطوح بالا دوباره برای کنکور خود را آماده می‌کنند؟ آمارها نشان می‌دهند افرادی که مدارک معتبر بالایی کسب کرده_اند به عنوان مثال کارشناسی ارشد یا دکترا اخذ نموده_اند، دوباره به سیل کنکوری‌ها اضافه شده_اند برای رفتن به رشته هایی که شاید بستر مالی برایشان فراهم کنند با این اوصاف قوانینی که وضع میشود باید منطبق بر شرایط فعلی اجتماعی -فرهنگی کشور وضع شود، ایضا قوانین باید اقشار مستضعف و مناطق کم برخوردار را بیشتر تحت پوشش حمایتی خود قرار دهد چرا که تئوری امام (ره) حمایت از کوخ نشینان بود، مگر نه این است که امام راحل در فرمایشی حکیمانه فرمودند: یک موی کوخ نشینان بر همه کاخ نشینان ترجیح دارد. سوال این است، آنان که مجدد کنکور را مایه نجات حیات خود یافته_اند آیا اگر منابع مالی مساعد در اختیار آنان بود حاضر میشدند خود را به دریای پر تلاطم و پر استرس کنکور وارد کنند؟ دانش آموزی که قبلا با رتبه‌ی خوبی به یک رشته مهندسی دست پیدا کرده آن زمان که برای کنکور درس میخواند نمیدانست که روزی نخواهد_توانست استخدام شود و مجبور خواهد_شد دوباره برای کنکور پزشکی درس بخواند اما به یک باره ورق برمیگردد و معدل تاثیر قطعی به خود میگیرد و این مهندس که باسواد است و نا امید از استخدام از کنکور دادن هم مایوس می‌شود چون او در آن زمان امتحانات نهایی را ناپلئونی قبول شده_بود (افزایش تمرکز برای مطالعه تستی) و وقتش را برای فهم شیوه‌های تست زنی قرار داده_بود حال این دانش آموز که از اساس بر مبنای فقر مالی به کنکور روی آورده و پولی برای ترمیم معدل هم ندارد باید چه کند؟ در خلال این عرایض یک نیم نگاهی هم به عملکرد وزارت آموزش و پرورش در حالت کلی و مرب,-1
1040,لطفا اقای لاشکی را دعوت کنید وزیر اموزش پرورش جوابگو نیستنه به مصاحبه یک طرفه,-1
